date,product_a_demand,product_b_demand,product_c_demand,promo_a,promo_b,weekend,product_a_own_promo_mult,product_a_competitor_promo_mult,product_a_lagged_competitor_mult,product_a_weekend_mult,product_a_weekend_promo_synergy_mult,product_b_own_promo_mult,product_b_competitor_promo_mult,product_b_lagged_competitor_mult,product_b_weekend_mult,product_b_weekend_promo_synergy_mult,product_c_own_promo_mult,product_c_competitor_promo_mult,product_c_lagged_competitor_mult,product_c_weekend_mult,product_c_weekend_promo_synergy_mult,product_a_total_mult,product_b_total_mult,product_c_total_mult
2022-01-11,116.5233694037545,326.2886081609164,217.44514987390653,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-01-12,112.69757338635571,337.89125345382286,216.35254835944446,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-01-13,111.49441422650867,343.46080448343247,215.20263492846195,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-01-14,113.86635422560147,351.5907622744047,213.40883815853525,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-01-15,186.90591593662012,333.56635240398975,241.03458265291445,0.0,0.0,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.035,1.15,1.15
2022-01-16,199.2193612522755,314.73188669031293,249.54679558150755,0.0,0.0,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.035,1.15,1.15
2022-01-17,173.7261120625119,266.3427622711304,220.02480943982857,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-01-18,180.05434392878635,248.02551663032278,226.88548601781042,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-01-19,185.46386241221094,243.9456193881899,211.93651464716174,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-01-20,190.0812996839196,241.7703960653559,222.15783400132742,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-01-21,187.86029344507,234.52131347175455,221.0514193431758,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-01-22,228.70806897664158,266.4366762845383,259.4212212295575,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-01-23,227.01336423735816,277.48601218351166,254.8070525637543,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-01-24,187.71622420760136,238.04484982465394,226.32924643246145,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-01-25,191.79849864045633,237.9368597621452,221.42535096671574,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-01-26,182.115774159477,246.46452147898964,217.66237998947668,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-01-27,195.25614958721323,241.13898912781823,225.2080275898235,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-01-28,196.8159378929177,240.58398775277237,217.09896330325216,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-01-29,231.91372430774425,266.8284164268584,256.5187749225128,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-01-30,224.18944382567486,279.8232823202642,254.21795054340868,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-01-31,201.697633417543,239.7689851060837,213.0928184709067,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-01,195.6494606775476,243.6026307287091,218.884970500007,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-02,204.31591230478193,242.83808491292476,213.960832561006,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-03,196.86455877415793,242.03221218217297,207.61652419929067,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-04,207.40640971850058,243.15283209999464,220.56458931147907,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-05,223.7050827994863,283.9558801686572,261.82308536887916,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-02-06,223.02177935204784,283.0792011917473,255.78248954937965,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-02-07,190.1779082619234,245.43462360281882,225.9883033328949,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-08,193.15144921793353,248.07568969625873,214.826409665868,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-09,189.29626371127068,244.12051375361312,219.75910998068684,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-10,192.21455489498697,246.47190845141316,221.26724647828965,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-11,199.36133380426418,242.21499240623723,223.0268168218235,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-02-12,298.8013402621413,218.99847425184566,250.02219287637763,1.0,0.0,1.0,1.2,1.0,1.0,1.15,1.1,1.0,0.85,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.518,0.9774999999999999,1.15
2022-02-13,333.3804100642157,192.45625118629715,245.3275299065057,1.0,0.0,1.0,1.2,1.0,1.0,1.15,1.1,1.0,0.85,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.518,0.9774999999999999,1.15
2022-02-14,278.9284327855273,153.1440960631006,220.93816371157126,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-02-15,290.38308031400715,146.28135424921075,215.94973937864123,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-02-16,297.08981184072906,141.00331003563693,221.691018432755,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-02-17,288.2580517827007,140.25118745884956,216.4926252428027,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-02-18,303.71383513783184,140.37538861371175,220.0098821749217,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-02-19,289.4897434690076,213.28239669269934,260.2785862842152,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.035,1.15
2022-02-20,281.9426362575171,236.29179542235045,263.365224914771,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.035,1.15
2022-02-21,221.350987156173,215.16912842569775,224.15283385004372,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-02-22,217.3839135606709,223.88300181557454,225.4534704258796,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-02-23,210.8555869184501,225.73416260591313,224.78672080432116,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-02-24,210.59527448920733,233.26368324526408,227.68150935253095,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-02-25,199.90530445380162,237.21867540273496,218.0281425421042,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-02-26,226.6745713752879,270.24624042367617,249.24148192656173,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-02-27,226.1622728621518,272.5328017697802,255.72436634259603,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-02-28,196.9842514928643,231.00372593138349,225.15558735361617,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-01,194.68426375716174,236.4355210495075,224.01745101618494,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-02,198.69481435485298,242.0247211968249,224.3785199557033,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-03,194.69340351813926,249.63734679745914,222.98613185860248,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-04,197.48805840132056,247.6069538209877,222.88712209302395,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-05,229.9660761269051,293.6581823482656,253.26792995358804,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-03-06,227.77784586326302,283.6466122817308,259.2551767506189,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-03-07,192.67698280864198,236.27552348196872,219.05272244148972,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-08,190.10950764068653,238.31259911472435,223.05092051707766,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-09,191.58469883436726,232.36792199523825,221.03590585734608,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-10,199.35472290874563,229.79274476435697,224.5891466605391,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-11,201.7784610994795,239.67820611783887,227.0331343490142,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-12,241.79001684109394,271.70994654444996,257.04545693568303,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-03-13,231.80432642128045,274.6491381967243,263.71475873641043,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-03-14,196.50604392694274,235.05077381763928,229.65765256360356,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-15,203.82735101536497,236.6563255636367,228.58173398030107,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-16,201.97537772762215,244.71648445390514,224.83926774035615,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-17,205.9448497744114,252.56164690735008,225.8429078541097,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-18,202.39913274169317,247.94267210117383,221.08714024465743,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-03-19,185.40039911663538,373.9254957720596,253.18061928870364,0.0,1.0,1.0,1.0,0.85,1.0,1.15,1.0,1.2,1.0,1.0,1.15,1.1,1.0,1.0,1.0,1.15,1.0,0.9774999999999999,1.518,1.15
2022-03-20,157.42529455676092,399.8236075667881,257.3617116942581,0.0,1.0,1.0,1.0,0.85,1.0,1.15,1.0,1.2,1.0,1.0,1.15,1.1,1.0,1.0,1.0,1.15,1.0,0.9774999999999999,1.518,1.15
2022-03-21,125.70692011746604,332.543502734208,214.07284914266043,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-03-22,121.03870580201497,342.8356651904493,226.26589097143398,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-03-23,113.85769957614036,342.75366731033296,216.33992818553773,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-03-24,108.3058897861312,356.8889472465728,226.7309487672906,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-03-25,113.43334705276214,361.4420521415003,221.53641700230145,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2022-03-26,178.9969793009409,343.3811399434728,253.2140601544232,0.0,0.0,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.035,1.15,1.15
2022-03-27,186.82848777256754,325.50506468963647,253.21015841727126,0.0,0.0,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.035,1.15,1.15
2022-03-28,183.2011303126875,265.05107361330863,219.36441871408485,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-03-29,183.55615633753237,256.44757763641564,223.14737216743796,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-03-30,186.59390555301812,250.33568253254083,221.8592951556426,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-03-31,189.47811959657372,243.76124696949313,222.21858604856072,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-04-01,189.09340410151705,244.76041702582998,217.0332883587893,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2022-04-02,229.28340207008094,290.53077672115336,248.05992461733993,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-04-03,230.02391128145786,277.716527039035,256.1892155840937,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-04-04,194.22320437501972,245.1241305878971,216.0687003908528,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-05,197.3454565732001,237.22488041444083,223.05291941429763,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-06,194.3051879102464,242.66074945194427,218.59076273822342,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-07,197.24871167793816,240.90398542451913,216.7808291987953,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-08,198.97644141764638,247.64720974617256,215.27265563916308,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-09,235.04064439030716,286.5508547445125,246.4312074292569,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-04-10,223.79349252485068,282.47708639343494,247.12678003149108,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-04-11,207.61419254249606,243.6802700246205,213.73791213668014,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-12,196.0746118630598,247.10473397002252,214.5455316938419,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-13,200.54123041734857,247.14195401823568,214.9455727483099,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-14,199.17189153143664,243.48943681819077,220.448698280145,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-15,202.50170252594876,241.49084331737055,219.40837129012604,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-16,228.7605791962221,269.7176153042581,254.22391866439705,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-04-17,239.93502496831667,269.9132495895859,249.25544294366136,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-04-18,198.48218122518878,240.56003637043557,221.24170237368256,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-19,200.5634826823508,235.00393956943242,220.13440496925935,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-20,192.8682781780966,239.2546122514624,224.18623750819708,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-21,192.37764734409524,231.92354150182123,228.3462132304483,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-22,193.55107755920187,242.5080981056885,222.6524129752567,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-04-23,297.8098012869536,209.3560857516996,251.15370579685134,1.0,0.0,1.0,1.2,1.0,1.0,1.15,1.1,1.0,0.85,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.518,0.9774999999999999,1.15
2022-04-24,320.098833907175,189.22992884649832,245.8638232219496,1.0,0.0,1.0,1.2,1.0,1.0,1.15,1.1,1.0,0.85,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.518,0.9774999999999999,1.15
2022-04-25,270.35160649885813,149.75015987912218,216.76627210768655,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-04-26,273.8903438019277,151.85171654681383,221.36080691146398,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
